id_hogar,region,area,miembros,edad_jefe,educ_jefe,empleo_jefe,vivienda_propia,internet,transferencias,ingreso_pc,pobre,miembros_z,edad_jefe_z,transferencias_z
545,Sierra,Urbana,5,54,Primaria,Informal,Sí,Sí,24.48537231002723,299.14,Pobre,0.569180837290342,0.5952625805307227,-0.8820157570968512
546,Amazonia,Urbana,6,39,Secundaria,Informal,Sí,No,100.91318062170137,539.96,No pobre,1.1372255850850943,-0.5269033938633226,0.25767905835981586
547,Costa,Urbana,3,45,Primaria,Informal,Sí,Sí,252.6176649127591,443.88,No pobre,-0.5669086582991627,-0.07803700410570451,2.519902953659406
548,Sierra,Urbana,7,46,Secundaria,Formal,Sí,Sí,5.862933406148725,490.57,No pobre,1.7052703328798469,-0.00322593914610149,-1.1597143793490736
549,Sierra,Urbana,4,36,Secundaria,Informal,No,No,83.63325145894079,777.55,No pobre,0.001136089495589632,-0.7513365887421316,0
550,Costa,Rural,2,32,Secundaria,Inactivo,Sí,No,56.12435455859802,448.17,No pobre,-1.134953406093915,-1.0505808485805437,-0.41021387200323184
551,Costa,Rural,4,43,Superior,Formal,Sí,Sí,35.46197957814415,753.77,No pobre,0.001136089495589632,-0.22765913402491053,-0.7183321101216447
552,Costa,Urbana,2,41,Primaria,Formal,Sí,No,47.01188181348917,633.95,No pobre,-1.134953406093915,-0.37728126394411654,-0.5460994635570118
553,Sierra,Urbana,4,58,Superior,Inactivo,No,No,288.97148162887964,700.44,No pobre,0.001136089495589632,0.8945068403691347,3.0620126562491095
554,Amazonia,Urbana,3,67,Secundaria,Inactivo,No,Sí,11.282828941276847,640.84,No pobre,-0.5669086582991627,1.5678064250055619,-1.0788926604203795
555,Sierra,Urbana,6,46,Primaria,Informal,Sí,No,102.48574968232425,474.11,No pobre,1.1372255850850943,-0.00322593914610149,0.2811292768723059
556,Sierra,Urbana,4,52,Secundaria,Formal,Sí,No,145.81417563221166,484.92,No pobre,0.001136089495589632,0.4456404506115166,0.9272446569654695
557,Sierra,Rural,4,46.04312114989733,Primaria,Informal,Sí,Sí,238.03819853640047,555.57,No pobre,0.001136089495589632,5.31564587615229e-16,2.3024933143106003
558,Sierra,Urbana,2,54,Superior,Informal,No,No,27.348369326591882,801.8,No pobre,-1.134953406093915,0.5952625805307227,-0.8393226205471246
559,Sierra,Urbana,4,49,Secundaria,Informal,No,Sí,77.70358631627104,628.11,No pobre,0.001136089495589632,0.22120725573270755,-0.0884234255800655
560,Costa,Rural,3,49,Secundaria,Informal,Sí,No,50.570026381897385,571.67,No pobre,-0.5669086582991627,0.22120725573270755,-0.4930402563542753
561,Costa,Rural,3,62,Secundaria,Formal,Sí,No,55.75460089884831,611.57,No pobre,-0.5669086582991627,1.1937511002075467,-0.4157276547260645
562,Amazonia,Urbana,6,32,Superior,Informal,Sí,Sí,84.50625732459925,780.75,No pobre,1.1372255850850943,-1.0505808485805437,0.013018301596412839
563,Sierra,Rural,4,66,Primaria,Informal,Sí,Sí,33.39965878974328,115.15,Pobre,0.001136089495589632,1.492995360045959,-0.7490855277882084
564,Costa,Urbana,4,51,Primaria,Informal,No,Sí,78.80233172724536,599.66,No pobre,0.001136089495589632,0.3708293856519136,-0.07203888602493921
565,Sierra,Urbana,4,49,Superior,Informal,Sí,No,133.58322384859136,993.71,No pobre,0.001136089495589632,0.22120725573270755,0.7448561697927542
566,Sierra,Urbana,6,38,Secundaria,Informal,Sí,No,57.81620009543735,775.36,No pobre,1.1372255850850943,-0.6017144588229256,-0.38498499746811365
567,Costa,Urbana,1,44,Secundaria,Informal,No,No,165.4161391245676,915.77,No pobre,-1.7029981538886676,-0.1528480690653075,1.2195499926608868
568,Sierra,Rural,3,51,Secundaria,Formal,Sí,Sí,13.70018476781764,748.1,No pobre,-0.5669086582991627,0.3708293856519136,-1.0428449447592503
569,Sierra,Urbana,2,18,Secundaria,Informal,Sí,Sí,102.704875145236,826.78,No pobre,-1.134953406093915,-2.097935758014986,0.28439688534534535
570,Amazonia,Rural,6,38,Primaria,Formal,No,Sí,65.87890895274762,414.39,No pobre,1.1372255850850943,-0.6017144588229256,-0.2647535308566413
571,Sierra,Urbana,4,54,Superior,Desempleado,Sí,No,95.49335391450678,663.82,No pobre,0.001136089495589632,0.5952625805307227,0.17685836579627234
572,Amazonia,Urbana,4,42,Superior,Formal,Sí,Sí,101.21781034443472,792.72,No pobre,0.001136089495589632,-0.30247019898451355,0.2622217100896336
573,Sierra,Rural,3,35,Primaria,Desempleado,Sí,Sí,20.840014155867696,98.92,Pobre,-0.5669086582991627,-0.8261476537017347,-0.9363754970992831
574,Costa,Urbana,4,37,Primaria,Inactivo,Sí,Sí,86.29386196885811,35.2,Pobre,0.001136089495589632,-0.6765255237825286,0.03967514012356043
575,Amazonia,Urbana,2,49,Secundaria,Desempleado,Sí,Sí,27.143476060688222,453.01,No pobre,-1.134953406093915,0.22120725573270755,-0.8423779978768015
576,Sierra,Rural,1,23,Superior,Informal,No,No,116.64630848447385,912.12,No pobre,-1.7029981538886676,-1.7238804332169708,0.4922921481791103
577,Costa,Urbana,1,58,Superior,Inactivo,Sí,No,139.80901197282864,873.81,No pobre,-1.7029981538886676,0.8945068403691347,0.8376953942068487
578,Costa,Urbana,2,18,Superior,Formal,Sí,Sí,88.982021490595,950.98,No pobre,-1.134953406093915,-2.097935758014986,0.07976109231455164
579,Sierra,Urbana,3,39,Primaria,Formal,No,No,8.233341693722231,458.31,No pobre,-0.5669086582991627,-0.5269033938633226,-1.1243667474394146
580,Sierra,Urbana,5,35,Primaria,Formal,Sí,Sí,159.66033431272024,754.33,No pobre,0.569180837290342,-0.8261476537017347,1.1337191799272321
581,Sierra,Urbana,5,29,Primaria,Informal,Sí,No,100.7293989998914,230.46,Pobre,0.569180837290342,-1.2750140434593527,0.2549384987888953
582,Sierra,Urbana,2,31,Primaria,Informal,Sí,Sí,121.16511279036958,544.94,No pobre,-1.134953406093915,-1.1253919135401467,0.5596767553431753
583,Sierra,Urbana,7,50,Primaria,Informal,Sí,No,7.841752425034315,136.55,Pobre,1.7052703328798469,0.29601832069231054,-1.1302061437163835
584,Costa,Urbana,2,44,Primaria,Formal,Sí,Sí,65.88587589178687,643.96,No pobre,-1.134953406093915,-0.1528480690653075,-0.2646496395574135
585,Sierra,Rural,4,42,Primaria,Informal,No,Sí,40.763068470522704,282.08,Pobre,0.001136089495589632,-0.30247019898451355,-0.6392820410384008
586,Costa,Urbana,4,18,Secundaria,Informal,Sí,No,41.656707686909805,615.18,No pobre,0.001136089495589632,-2.097935758014986,-0.6259560540147802
587,Costa,Urbana,7,27,Primaria,Inactivo,Sí,Sí,91.94726272857253,30,Pobre,1.7052703328798469,-1.4246361733785589,0.1239788991594077
588,Sierra,Urbana,6,44,Primaria,Formal,Sí,Sí,19.01656498614183,566.09,No pobre,1.1372255850850943,-0.1528480690653075,-0.9635668507556707
589,Amazonia,Urbana,4,34,Primaria,Formal,Sí,No,43.88832822802023,595.43,No pobre,0.001136089495589632,-0.9009587186613377,-0.5926780310418035
590,Sierra,Urbana,3,35,Superior,Formal,No,Sí,23.66433157402496,939.06,No pobre,-0.5669086582991627,-0.8261476537017347,-0.8942591524103026
591,Sierra,Rural,4,61,Secundaria,Inactivo,Sí,Sí,89.97314606039807,265.47,Pobre,0.001136089495589632,1.1189400352479437,0.09454078518589268
592,Costa,Rural,5,48,Secundaria,Formal,Sí,Sí,83.63325145894079,704.06,No pobre,0.569180837290342,0.14639619077310453,0
593,Amazonia,Urbana,4,31,Secundaria,Formal,Sí,Sí,159.49477911415596,899.93,No pobre,0.001136089495589632,-1.1253919135401467,1.1312504135757733
594,Costa,Urbana,2,39,Primaria,Formal,Sí,Sí,38.743596660766954,542.19,No pobre,-1.134953406093915,-0.5269033938633226,-0.6693964928640194
595,Costa,Urbana,2,42,Secundaria,Informal,Sí,No,83.63325145894079,730.88,No pobre,-1.134953406093915,-0.30247019898451355,0
596,Amazonia,Urbana,6,36,Secundaria,Formal,Sí,No,18.327664634761035,501.37,No pobre,1.1372255850850943,-0.7513365887421316,-0.973839762882539
597,Sierra,Urbana,4,33,Primaria,Formal,Sí,Sí,7.671678329152849,604.37,No pobre,0.001136089495589632,-0.9757697836209407,-1.1327422960619948
598,Costa,Urbana,5,45,Secundaria,Informal,No,Sí,106.2634172520672,510.88,No pobre,0.569180837290342,-0.07803700410570451,0.3374620206584074
599,Amazonia,Rural,6,56,Secundaria,Formal,Sí,No,174.63369402976807,727.91,No pobre,1.1372255850850943,0.7448847104499287,1.3570025739753182
600,Costa,Urbana,3,49,Secundaria,Informal,Sí,No,328.76949203826047,832.79,No pobre,-0.5669086582991627,0.22120725573270755,3.655482325614645
601,Costa,Urbana,3,43,Primaria,Informal,No,No,92.97285612334699,265.26,Pobre,-0.5669086582991627,-0.22765913402491053,0.1392725926541159
602,Sierra,Urbana,4,51,Secundaria,Inactivo,Sí,No,183.20874288003327,568.16,No pobre,0.001136089495589632,0.3708293856519136,1.484874076937704
603,Costa,Urbana,3,57,Secundaria,Desempleado,No,No,68.4872151481276,415.36,No pobre,-0.5669086582991627,0.8196957754095316,-0.2258583549558036
604,Costa,Rural,6,44,Secundaria,Formal,No,Sí,115.56542860837733,915.17,No pobre,1.1372255850850943,-0.1528480690653075,0.4761740202603423
605,Costa,Rural,2,52,Secundaria,Inactivo,No,No,22.53226999867113,418.61,No pobre,-1.134953406093915,0.4456404506115166,-0.9111405040637085
606,Sierra,Urbana,2,30,Primaria,Desempleado,Sí,Sí,47.92000424703257,30,Pobre,-1.134953406093915,-1.2002029784997497,-0.5325575021666153
607,Costa,Rural,4,43,Superior,Formal,Sí,No,87.0228127989073,1308.46,No pobre,0.001136089495589632,-0.22765913402491053,0.05054528673749901
608,Sierra,Urbana,2,40,Primaria,Inactivo,No,No,109.54561554344951,239.78,Pobre,-1.134953406093915,-0.4520923289037196,0.38640630492643835
609,Costa,Urbana,5,49,Primaria,Informal,Sí,Sí,55.237651396804914,517.28,No pobre,0.569180837290342,0.22120725573270755,-0.4234364282778212
610,Costa,Urbana,4,51,Primaria,Formal,Sí,Sí,90.71786747002683,502.92,No pobre,0.001136089495589632,0.3708293856519136,0.10564610337128727
611,Sierra,Urbana,5,44,Secundaria,Informal,No,No,92.07015396417748,617.64,No pobre,0.569180837290342,-0.1528480690653075,0.12581145863190843
612,Costa,Rural,3,35,Primaria,Informal,Sí,No,5.593726927242744,191.57,Pobre,-0.5669086582991627,-0.8261476537017347,-1.1637287981198607
613,Costa,Urbana,2,33,Secundaria,Inactivo,Sí,Sí,51.771244496424714,424.58,No pobre,-1.134953406093915,-0.9757697836209407,-0.4751276393683671
614,Insular,Rural,3,50,Secundaria,Formal,Sí,Sí,100.1045024559353,987.42,No pobre,-0.5669086582991627,0.29601832069231054,0.24562001423365037
615,Sierra,Rural,4,65,Primaria,Formal,Sí,No,40.269410077510265,520.68,No pobre,0.001136089495589632,1.418184295086356,-0.6466434965550705
616,Sierra,Urbana,5,46.04312114989733,Superior,Informal,Sí,No,14.035882512785085,660.9,No pobre,0.569180837290342,5.31564587615229e-16,-1.037839005325011
617,Amazonia,Urbana,2,41,Secundaria,Formal,Sí,Sí,5.691079509484643,794.84,No pobre,-1.134953406093915,-0.37728126394411654,-1.1622770721616866
618,Sierra,Urbana,4,51,Primaria,Inactivo,No,Sí,42.983515669485946,164.52,Pobre,0.001136089495589632,0.3708293856519136,-0.6061706354315082
619,Amazonia,Urbana,4,38,Primaria,Inactivo,Sí,Sí,253.83700172398673,275.81,Pobre,0.001136089495589632,-0.6017144588229256,2.5380857574418263
620,Costa,Urbana,7,48,Superior,Desempleado,No,Sí,21.006112064096193,492.67,No pobre,1.7052703328798469,0.14639619077310453,-0.9338986378376091
621,Amazonia,Urbana,6,45,Secundaria,Formal,Sí,Sí,252.18835348004555,706.27,No pobre,1.1372255850850943,-0.07803700410570451,2.5135010428250064
622,Sierra,Urbana,2,35,Secundaria,Inactivo,No,Sí,33.410514903712304,677.32,No pobre,-1.134953406093915,-0.8261476537017347,-0.7489236409425717
623,Sierra,Urbana,3,58,Secundaria,Informal,Sí,Sí,51.56644928103946,764.66,No pobre,-0.5669086582991627,0.8945068403691347,-0.47818155456443134
624,Costa,Rural,5,58,Secundaria,Informal,Sí,Sí,17.184638101546746,649.85,No pobre,0.569180837290342,0.8945068403691347,-0.9908846244664443
625,Costa,Urbana,5,60,Primaria,Formal,Sí,Sí,65.96265475367152,551.83,No pobre,0.569180837290342,1.0441289702883407,-0.2635047098157447
626,Costa,Rural,4,64,Superior,Formal,No,No,140.89400374682933,976.53,No pobre,0.001136089495589632,1.3433732301267527,0.853874838926747
627,Costa,Urbana,3,39,Primaria,Inactivo,Sí,Sí,51.21298109110845,409.59,No pobre,-0.5669086582991627,-0.5269033938633226,-0.4834524876500748
628,Sierra,Urbana,2,39,Secundaria,Informal,No,No,84.125349656214,658.07,No pobre,-1.134953406093915,-0.5269033938633226,0.007338189809666178
629,Costa,Urbana,3,50,Superior,Formal,No,Sí,36.840996152726625,958.92,No pobre,-0.5669086582991627,0.29601832069231054,-0.6977681547342128
630,Costa,Rural,1,46.04312114989733,Secundaria,Formal,No,No,1.361043525997854,916.21,No pobre,-1.7029981538886676,5.31564587615229e-16,-1.2268467578577096
631,Sierra,Rural,5,41,Secundaria,Inactivo,Sí,No,104.77119765749337,338.34,No pobre,0.569180837290342,-0.37728126394411654,0.31520997689282865
632,Sierra,Urbana,5,40,Superior,Formal,Sí,Sí,30.544017891783987,845.74,No pobre,0.569180837290342,-0.4520923289037196,-0.7916689695760203
633,Costa,Urbana,3,37,Primaria,Informal,Sí,Sí,42.62490524464486,309.4,Pobre,-0.5669086582991627,-0.6765255237825286,-0.611518249748713
634,Sierra,Urbana,4,67,Primaria,Formal,No,Sí,134.90777362088306,661.95,No pobre,0.001136089495589632,1.5678064250055619,0.7646079138456394
635,Costa,Rural,1,18,Secundaria,Informal,Sí,Sí,83.63325145894079,447.99,No pobre,-1.7029981538886676,-2.097935758014986,0
636,Costa,Rural,2,44,Secundaria,Inactivo,Sí,Sí,18.81830061186227,276.66,Pobre,-1.134953406093915,-0.1528480690653075,-0.9665233777639385
637,Amazonia,Urbana,6,47,Secundaria,Formal,Sí,Sí,245.17549025669462,765.62,No pobre,1.1372255850850943,0.07158512581350153,2.4089249201581615
638,Sierra,Urbana,4,31,Primaria,Desempleado,No,Sí,10.935957632560916,236.31,Pobre,0.001136089495589632,-1.1253919135401467,-1.084065220525231
639,Sierra,Urbana,4,51,Superior,Inactivo,Sí,No,134.91347027446196,878.07,No pobre,0.001136089495589632,0.3708293856519136,0.7646928625926038
640,Costa,Rural,4,18,Secundaria,Formal,Sí,Sí,174.6927823823131,609.02,No pobre,0.001136089495589632,-2.097935758014986,1.3578837020690984
641,Sierra,Urbana,3,59,Primaria,Informal,No,No,113.09491501468408,378.3,No pobre,-0.5669086582991627,0.9693179053287377,0.43933361365381995
642,Sierra,Rural,7,23,Secundaria,Inactivo,Sí,No,47.23061470992048,146.86,Pobre,1.7052703328798469,-1.7238804332169708,-0.5428377090524735
643,Amazonia,Rural,1,18,Secundaria,Informal,Sí,Sí,45.09360895092453,449.5,No pobre,-1.7029981538886676,-2.097935758014986,-0.5747048322623471
644,Costa,Rural,2,35,Primaria,Informal,Sí,No,64.95376850598116,441.55,No pobre,-1.134953406093915,-0.8261476537017347,-0.2785492656034657
645,Costa,Urbana,8,48,Secundaria,Informal,Sí,No,46.63978233541391,329.41,No pobre,2.273315080674599,0.14639619077310453,-0.5516482272251664
646,Sierra,Rural,5,37,Primaria,Informal,No,No,180.88217237182258,135.45,Pobre,0.569180837290342,-0.6765255237825286,1.4501801559084773
647,Sierra,Rural,11,38,Secundaria,Formal,Sí,Sí,179.77621975510098,413.92,No pobre,3.9774493240588567,-0.6017144588229256,1.4336881421864796
648,Costa,Rural,3,51,Primaria,Inactivo,Sí,Sí,117.94050157890399,353.44,No pobre,-0.5669086582991627,0.3708293856519136,0.5115912121259245
649,Costa,Urbana,4,31,Superior,Formal,Sí,Sí,32.842143183958044,845.38,No pobre,0.001136089495589632,-1.1253919135401467,-0.7573992248506499
650,Sierra,Urbana,2,45,Secundaria,Desempleado,No,No,68.87818361777357,507.39,No pobre,-1.134953406093915,-0.07803700410570451,-0.22002821606126097
651,Sierra,Urbana,5,53,Superior,Formal,Sí,No,4.953142173544518,990.4,No pobre,0.569180837290342,0.5204515155711196,-1.173281225943948
652,Amazonia,Rural,6,69,Primaria,Inactivo,No,Sí,17.46320406664516,30,Pobre,1.1372255850850943,1.7174285549247679,-0.986730636628789
653,Sierra,Urbana,6,53,Secundaria,Desempleado,No,No,41.38876687548318,424.26,No pobre,1.1372255850850943,0.5204515155711196,-0.6299515990968381
654,Sierra,Urbana,1,70,Primaria,Formal,Sí,Sí,85.94079746101256,1002.89,No pobre,-1.7029981538886676,1.7922396198843709,0.03441022676280579
655,Sierra,Urbana,3,52,Primaria,Informal,No,Sí,70.50989276274993,403.49,No pobre,-0.5669086582991627,0.4456404506115166,-0.19569609802800414
656,Sierra,Urbana,4,46,Secundaria,Inactivo,Sí,Sí,54.378799482862455,413.26,No pobre,0.001136089495589632,-0.00322593914610149,-0.43624366552808447
657,Amazonia,Urbana,3,18,Primaria,Inactivo,No,Sí,576.4377265242699,463.46,No pobre,-0.5669086582991627,-2.097935758014986,7.3487218549483115
658,Costa,Rural,5,29,Secundaria,Inactivo,No,Sí,54.821783350717176,385.86,No pobre,0.569180837290342,-1.2750140434593527,-0.4296378707437291
659,Sierra,Urbana,1,42,Superior,Formal,Sí,Sí,59.107972561788905,1118.22,No pobre,-1.7029981538886676,-0.30247019898451355,-0.3657220300329261
660,Costa,Rural,5,56,Primaria,Inactivo,Sí,Sí,38.440730807729906,243.01,Pobre,0.569180837290342,0.7448847104499287,-0.6739128416918905
661,Sierra,Rural,3,41,Secundaria,Formal,Sí,No,108.60833874490103,801.35,No pobre,-0.5669086582991627,-0.37728126394411654,0.3724295923717966
662,Sierra,Urbana,3,54,Secundaria,Informal,Sí,No,48.06048242405574,791.1,No pobre,-0.5669086582991627,0.5952625805307227,-0.5304626854555929
663,Costa,Urbana,5,31,Secundaria,Informal,Sí,Sí,56.28745614860223,864.88,No pobre,0.569180837290342,-1.1253919135401467,-0.40778169396977976
664,Sierra,Urbana,2,42,Secundaria,Formal,Sí,No,47.54866819175985,810.86,No pobre,-1.134953406093915,-0.30247019898451355,-0.5380948816405968
665,Costa,Rural,3,49,Secundaria,Formal,Sí,Sí,147.94338549490274,819.3,No pobre,-0.5669086582991627,0.22120725573270755,0.9589955274291665
666,Costa,Urbana,5,41,Primaria,Informal,No,No,179.55894434923707,352.97,No pobre,0.569180837290342,-0.37728126394411654,1.430448121844937
667,Amazonia,Rural,3,48,Secundaria,Inactivo,Sí,No,83.63325145894079,253.12,Pobre,-0.5669086582991627,0.14639619077310453,0
668,Costa,Urbana,4,37,Secundaria,Informal,Sí,Sí,21.011488840144782,498.71,No pobre,0.001136089495589632,-0.6765255237825286,-0.9338184591183469
669,Sierra,Urbana,4,51,Secundaria,Desempleado,No,No,18.42399593128266,353.51,No pobre,0.001136089495589632,0.3708293856519136,-0.9724032663816293
670,Costa,Urbana,2,46.04312114989733,Primaria,Informal,Sí,No,34.0155136765088,305.29,Pobre,-1.134953406093915,5.31564587615229e-16,-0.7399018728198752
671,Costa,Urbana,1,46.04312114989733,Secundaria,Informal,Sí,Sí,58.7743793051946,540.79,No pobre,-1.7029981538886676,5.31564587615229e-16,-0.37069658724463356
672,Sierra,Urbana,2,19,Secundaria,Formal,Sí,No,127.44261150673599,869.78,No pobre,-1.134953406093915,-2.023124693055383,0.6532870903655111
673,Costa,Urbana,5,37,Superior,Formal,No,No,51.10903487400589,877.07,No pobre,0.569180837290342,-0.6765255237825286,-0.4850025381792619
674,Costa,Rural,2,25,Secundaria,Informal,Sí,No,135.25979218689497,466.69,No pobre,-1.134953406093915,-1.5742583032977648,0.7698572300760903
675,Costa,Urbana,2,24,Primaria,Informal,Sí,Sí,58.898842392887886,366.04,No pobre,-1.134953406093915,-1.6490693682573678,-0.36884058824514243
676,Sierra,Urbana,1,39,Superior,Formal,Sí,Sí,109.02922429521334,1068.25,No pobre,-1.7029981538886676,-0.5269033938633226,0.37870585607983615
677,Sierra,Urbana,3,44,Superior,Formal,No,Sí,42.238700142660704,1031.86,No pobre,-0.5669086582991627,-0.1528480690653075,-0.617277357096647
678,Costa,Urbana,6,50,Primaria,Formal,Sí,Sí,73.78508971546398,341.8,No pobre,1.1372255850850943,0.29601832069231054,-0.14685621802797122
679,Costa,Urbana,3,61,Primaria,Formal,Sí,No,59.06951066554084,761.42,No pobre,-0.5669086582991627,1.1189400352479437,-0.36629557550956454
680,Costa,Urbana,4,52,Secundaria,Informal,Sí,No,8.15926663839119,569.08,No pobre,0.001136089495589632,0.4456404506115166,-1.1254713578996698
681,Sierra,Urbana,3,60,Secundaria,Formal,No,Sí,40.175286926559615,1039.07,No pobre,-0.5669086582991627,1.0441289702883407,-0.6480470650927871
682,Sierra,Urbana,3,39,Secundaria,Informal,Sí,Sí,45.5473595371244,866.06,No pobre,-0.5669086582991627,-0.5269033938633226,-0.5679384837038026
683,Sierra,Rural,7,42,Secundaria,Inactivo,Sí,Sí,107.67041704953041,264.89,Pobre,1.7052703328798469,-0.30247019898451355,0.3584432630875779
684,Amazonia,Urbana,7,61,Secundaria,Formal,Sí,No,17.172741595921753,644.52,No pobre,1.7052703328798469,1.1189400352479437,-0.991062025677893
685,Amazonia,Urbana,3,46,Primaria,Inactivo,Sí,Sí,19.903744414707987,410.25,No pobre,-0.5669086582991627,-0.00322593914610149,-0.9503371923701611
686,Sierra,Urbana,5,22,Secundaria,Formal,Sí,No,118.43556347019712,660.2,No pobre,0.569180837290342,-1.7986914981765738,0.5189735966702523
687,Sierra,Urbana,3,34,Secundaria,Formal,No,Sí,37.109539717787214,656.03,No pobre,-0.5669086582991627,-0.9009587186613377,-0.6937636213636406
688,Costa,Urbana,7,60,Secundaria,Formal,Sí,No,114.1187678932044,982.68,No pobre,1.7052703328798469,1.0441289702883407,0.45460135249413114
689,Sierra,Rural,2,37,Primaria,Formal,Sí,Sí,54.570098890211945,334.33,No pobre,-1.134953406093915,-0.6765255237825286,-0.4333910004108663
690,Costa,Rural,9,51,Superior,Informal,Sí,No,74.96081782394637,505.05,No pobre,2.841359828469352,0.3708293856519136,-0.12932370912545735
691,Costa,Urbana,3,46,Primaria,Formal,Sí,Sí,45.063057430458514,524.89,No pobre,-0.5669086582991627,-0.00322593914610149,-0.5751604178698455
692,Sierra,Urbana,3,39,Primaria,Informal,Sí,No,67.34565310673945,318.72,No pobre,-0.5669086582991627,-0.5269033938633226,-0.2428813779736373
693,Sierra,Urbana,2,41,Primaria,Formal,No,Sí,8.204119661246843,522.16,No pobre,-1.134953406093915,-0.37728126394411654,-1.1248025076639325
694,Costa,Rural,4,51,Primaria,Formal,No,Sí,100.40463391336522,689.46,No pobre,0.001136089495589632,0.3708293856519136,0.25009558763480566
695,Costa,Rural,5,49,Primaria,Formal,No,Sí,95.17057641146195,523.98,No pobre,0.569180837290342,0.22120725573270755,0.1720450935738625
696,Sierra,Rural,9,63,Secundaria,Formal,No,Sí,77.42265143543362,428.14,No pobre,2.841359828469352,1.2685621651671497,-0.09261273879268105
697,Costa,Rural,2,43,Secundaria,Inactivo,No,Sí,37.14166446135183,467.51,No pobre,-1.134953406093915,-0.22765913402491053,-0.6932845757845869
698,Costa,Urbana,6,33,Primaria,Formal,Sí,Sí,78.40308554434937,340.25,No pobre,1.1372255850850943,-0.9757697836209407,-0.07799246254098757
699,Costa,Urbana,4,48,Secundaria,Inactivo,Sí,No,11.805350791139265,497.36,No pobre,0.001136089495589632,0.14639619077310453,-1.0711007917745785
700,Costa,Urbana,8,56,Secundaria,Desempleado,No,Sí,72.60418234905032,166.41,Pobre,2.273315080674599,0.7448847104499287,-0.16446596025095553
701,Sierra,Rural,4,78,Primaria,Inactivo,Sí,Sí,83.63325145894079,61.25,Pobre,0.001136089495589632,2.390728139561195,0
702,Costa,Urbana,5,40,Primaria,Desempleado,Sí,Sí,38.46591975851235,30,Pobre,0.569180837290342,-0.4520923289037196,-0.6735372229577188
703,Costa,Urbana,2,41,Superior,Inactivo,No,Sí,135.34263539351696,695.22,No pobre,-1.134953406093915,-0.37728126394411654,0.7710925915913368
704,Sierra,Rural,4,58,Primaria,Informal,Sí,Sí,44.585919798255276,93.94,Pobre,0.001136089495589632,0.8945068403691347,-0.5822755150797996
705,Costa,Rural,3,64,Primaria,Formal,No,No,16.293859529682045,427.75,No pobre,-0.5669086582991627,1.3433732301267527,-1.0041679534340109
706,Sierra,Rural,7,37,Superior,Inactivo,Sí,No,109.71847205351435,487.04,No pobre,1.7052703328798469,-0.6765255237825286,0.3889839487538714
707,Sierra,Urbana,5,55,Primaria,Formal,No,No,376.45965803017276,755.55,No pobre,0.569180837290342,0.6700736454903257,4.3666401637093974
708,Costa,Urbana,6,38,Secundaria,Inactivo,Sí,Sí,129.78370748171469,344.93,No pobre,1.1372255850850943,-0.6017144588229256,0.6881976157895686
709,Costa,Rural,6,33,Superior,Informal,Sí,Sí,13.634653427838582,446.15,No pobre,1.1372255850850943,-0.9757697836209407,-1.0438221509630379
710,Costa,Urbana,3,55,Secundaria,Formal,Sí,Sí,106.94100326684432,1000.15,No pobre,-0.5669086582991627,0.6700736454903257,0.3475662129036987
711,Sierra,Urbana,8,47,Superior,Informal,Sí,No,260.0605959882157,816.93,No pobre,2.273315080674599,0.07158512581350153,2.6308922669196626
712,Sierra,Urbana,4,51,Primaria,Formal,Sí,Sí,77.2517706612661,694.2,No pobre,0.001136089495589632,0.3708293856519136,-0.09516092036012509
713,Sierra,Urbana,4,38,Secundaria,Informal,No,No,195.36129228201554,664.37,No pobre,0.001136089495589632,-0.6017144588229256,1.6660934243712826
714,Sierra,Rural,3,71,Superior,Desempleado,No,Sí,124.20214798082989,605.8,No pobre,-0.5669086582991627,1.8670506848439739,0.6049651567429885
715,Sierra,Urbana,2,55,Primaria,Informal,Sí,Sí,45.491964198447825,417.39,No pobre,-1.134953406093915,0.6700736454903257,-0.5687645414134873
716,Costa,Rural,6,41,Primaria,Inactivo,Sí,No,74.25353559875354,332.68,No pobre,1.1372255850850943,-0.37728126394411654,-0.13987073255742186
717,Costa,Urbana,3,56,Secundaria,Informal,No,Sí,73.6511203674285,676.44,No pobre,-0.5669086582991627,0.7448847104499287,-0.14885397479686216
718,Costa,Urbana,3,29,Primaria,Formal,Sí,Sí,83.63325145894079,471.95,No pobre,-0.5669086582991627,-1.2750140434593527,0
719,Insular,Rural,5,44,Primaria,Formal,No,Sí,142.24107231024118,700.62,No pobre,0.569180837290342,-0.1528480690653075,0.873962384176303
720,Costa,Urbana,4,66,Primaria,Formal,Sí,No,15.056684492969318,830.16,No pobre,0.001136089495589632,1.492995360045959,-1.0226167616139328
721,Costa,Rural,8,43,Primaria,Informal,Sí,Sí,34.062775714943726,30,Pobre,2.273315080674599,-0.22765913402491053,-0.7391970992386083
722,Sierra,Urbana,2,59,Primaria,Informal,Sí,Sí,1.8321995011740715,574.45,No pobre,-1.134953406093915,0.9693179053287377,-1.2198208593785858
723,Sierra,Urbana,4,43,Primaria,Informal,Sí,Sí,83.63325145894079,357.03,No pobre,0.001136089495589632,-0.22765913402491053,0
724,Sierra,Urbana,6,46.04312114989733,Primaria,Inactivo,Sí,No,245.33516382844385,153.54,Pobre,1.1372255850850943,5.31564587615229e-16,2.41130597943368
725,Sierra,Urbana,6,34,Secundaria,Formal,Sí,Sí,44.11981659610955,677.52,No pobre,1.1372255850850943,-0.9009587186613377,-0.5892260663868177
